baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000019102.10	4252.04060477957	3.75655819037362	0.117380459677491	32.0032669891988	9.82071173381714e-225	1.12856345674449e-221
ENSMUSG00000034282.3	1267.16126187474	6.84026581227187	0.216707847288787	31.5644583149611	1.1356573183492e-218	1.23637219105543e-215
ENSMUSG00000074796.10	890.944055487602	4.2756594688004	0.135833638313386	31.4771769488785	1.78348624086708e-217	1.84457064461678e-214
ENSMUSG00000028435.8	1000.5796223911	6.25340803322388	0.20004994776037	31.2592335225927	1.67237160691474e-214	1.64728603281102e-211
ENSMUSG00000042793.13	993.576312797694	4.19099698198209	0.135047779030416	31.0334387730892	1.9086597125059e-211	1.79457391605385e-208
ENSMUSG00000049382.10	5899.24713463949	10.8667951963757	0.354154732436023	30.6837497882053	9.37718709974146e-207	8.43335283296313e-204
ENSMUSG00000063450.14	2006.12784084826	3.45579331278401	0.113628790502222	30.4130079842436	3.69694409307209e-203	3.18630369021651e-200
ENSMUSG00000022871.13	1099.7952644504	6.65647548790936	0.221662168351968	30.0298221270661	4.00543328985496e-198	3.314095504026e-195
ENSMUSG00000020788.15	2104.96002782645	8.8186062299492	0.29891454205766	29.5020983898739	2.70594083075966e-191	2.15278408016398e-188
ENSMUSG00000025432.11	1237.60437915869	6.45489597035624	0.218887374200806	29.4895765181712	3.91657017599291e-191	3.00052792927457e-188
ENSMUSG00000061126.5	1586.32534464593	8.12857106604071	0.276567316738848	29.3909315167425	7.17145184026805e-190	5.29791004699802e-187
ENSMUSG00000003153.10	1022.19288280176	4.75299234358297	0.169202568294032	28.0905449101898	1.27810269599885e-173	9.11639802301247e-171
ENSMUSG00000060716.7	840.076802587286	6.73483713184807	0.239870189102126	28.0770076392472	1.87018099530156e-173	1.28948979626043e-170
ENSMUSG00000040703.11	1371.16347630209	7.27375733722397	0.260989853672707	27.8698854950338	6.18527045938249e-171	4.12717159523635e-168
ENSMUSG00000048699.4	2458.65333462847	9.60290008328964	0.347629785666128	27.6239277508645	5.7420915350425e-168	3.71172385632357e-165
ENSMUSG00000038295.14	631.270758813957	5.23883807185553	0.191092008459341	27.4152651075945	1.80388459646889e-165	1.13070766296845e-162
ENSMUSG00000012350.15	1200.6930974147	7.68148112371541	0.282769552385576	27.1651635012004	1.67640855127963e-162	1.01989737891821e-159
ENSMUSG00000024421.16	651.429855158015	5.80222413912984	0.215276934182139	26.9523725854473	5.35048020725476e-160	3.16213380248756e-157
ENSMUSG00000048373.8	879.00815711073	7.22964245656475	0.279656629174225	25.8518543898372	2.3190475193767e-147	1.33248605384186e-144
ENSMUSG00000024331.11	731.901280949567	5.56459464510154	0.220051252960958	25.2877207933409	4.35976707980732e-141	2.43734546069769e-138
ENSMUSG00000031297.14	803.307189779641	3.90827079393883	0.154640141661002	25.2733265241469	6.27692939166152e-141	3.41679695964523e-138
ENSMUSG00000043439.5	659.510379959438	5.1759870436273	0.205077251248284	25.239206260673	1.48794063641768e-140	7.89180822161529e-138
ENSMUSG00000018166.8	696.96499137541	6.81090079006968	0.270550772649688	25.1742056522918	7.67842857562666e-140	3.97070737717094e-137
ENSMUSG00000074227.12	750.561479761327	3.91032994885685	0.156131095741756	25.0451707283513	1.97071046824796e-138	9.94247464285586e-136
ENSMUSG00000115388.2	609.404653912474	6.50246366869062	0.260720620738194	24.9403505188036	2.71756467925539e-137	1.33840060453328e-134
ENSMUSG00000020911.14	1699.4813619959	3.62477937523108	0.145365476362039	24.9356275365094	3.05783333958062e-137	1.47096006114477e-134
ENSMUSG00000018849.6	1056.227462201	3.63308528262541	0.146172897039726	24.8547121675917	2.29966441929412e-136	1.08110360257043e-133
ENSMUSG00000074272.10	525.078374695688	4.94686502784157	0.1996894054802	24.7727966135493	1.76138623927371e-135	8.09650541319484e-133
ENSMUSG00000022218.16	1164.81379288269	8.52445378483011	0.349431871996842	24.3951810580895	1.92392518648035e-131	8.65138967007523e-129
ENSMUSG00000022123.9	552.660927671778	4.73709898855327	0.194193622004275	24.3936898630428	1.99532162562485e-131	8.7815378353298e-129
ENSMUSG00000030494.13	525.764777452403	5.76746813337316	0.236650849913136	24.3712124232393	3.4548502908601e-131	1.48882454721752e-128
ENSMUSG00000026479.13	663.209575969876	3.25897668962953	0.135240932748377	24.0975614660469	2.65127555054142e-128	1.11921703597855e-125
ENSMUSG00000035557.9	5638.81550003438	11.8801516374245	0.493674250009896	24.064758567388	5.84934821545379e-128	2.41987535673323e-125
ENSMUSG00000019866.15	1632.55287878245	2.94413171827976	0.122682942423803	23.9978896830612	2.92550173238294e-127	1.18654908498708e-124
ENSMUSG00000038807.19	1117.16485309953	2.96426737353263	0.124615129228169	23.7873795252027	4.51189941330063e-125	1.79478152623315e-122
ENSMUSG00000026639.18	426.209245726598	4.30166989021064	0.181535196914744	23.6960653543724	3.95872281377714e-124	1.54502229062227e-121
ENSMUSG00000029019.8	418.743727793534	5.45654327635623	0.23089960277404	23.6316702618845	1.82190913036741e-123	6.97892414104628e-121
ENSMUSG00000056413.16	486.355385986222	5.93778669638622	0.254385081313318	23.341725331262	1.6724330347421e-120	6.28986860429825e-118
ENSMUSG00000015468.14	463.294203813678	5.9986153651009	0.25863184550065	23.1936455987815	5.27779250201067e-119	1.94948460543019e-116
ENSMUSG00000005968.14	900.285413058321	2.82737419053233	0.122165087953788	23.1438804480855	1.67541320926136e-118	6.07998635676687e-116
ENSMUSG00000063011.7	8462.53620247583	1.94800399710695	0.0841981277726384	23.1359538345933	2.01339487565407e-118	7.18052982808697e-116
ENSMUSG00000046410.10	439.952573973082	4.26475902008278	0.185015635644625	23.0508032752132	1.44386685644039e-117	5.06209930940162e-115
ENSMUSG00000041607.17	437.940389499683	5.01673541627316	0.219173942447309	22.8892876600931	5.94033756570098e-116	2.04793137577541e-113
ENSMUSG00000024479.3	745.886923719574	7.47903976582914	0.330492853883803	22.6299590987788	2.19807472648906e-113	7.45363536351248e-111
ENSMUSG00000018920.11	363.460053974949	3.70238716571256	0.163964667288311	22.5803962947845	6.75404705283613e-113	2.25334618206315e-110
ENSMUSG00000021118.7	399.452977353645	5.28705702089842	0.235186252072307	22.48029795242	6.47036609864385e-112	2.12443686905473e-109
ENSMUSG00000030513.14	1227.61461465407	2.47352215232782	0.110097014238114	22.4667505240258	8.77837758074433e-112	2.83719906652651e-109
ENSMUSG00000042377.8	350.22215300403	4.34393333437565	0.193534318983145	22.4452870023222	1.4228242528574e-111	4.52786456467006e-109
ENSMUSG00000020435.17	376.574777830378	4.64754374710541	0.207628311077367	22.3839596969685	5.64063988734981e-111	1.76782781923986e-108
ENSMUSG00000084128.10	455.492958066295	4.29447261801345	0.192024604006684	22.3641790083523	8.788575204736e-111	2.71330862850693e-108
ENSMUSG00000002799.6	445.811085598826	4.57605239369504	0.207279863446154	22.0766856828994	5.29524817385982e-108	1.61076777171015e-105
ENSMUSG00000026380.10	349.696087500173	4.88231910108611	0.221706731697586	22.0215194356197	1.79155289665507e-107	5.37076400975508e-105
ENSMUSG00000044017.16	438.253332815361	6.2597207150223	0.286319987695117	21.8626745740429	5.88906117931256e-106	1.74021757848686e-103
ENSMUSG00000068876.16	633.879324948329	7.56668601552391	0.346691680469143	21.8254040745503	1.33155693854204e-105	3.87933172869606e-103
ENSMUSG00000025813.14	498.492044650105	3.09677516028771	0.142029636139611	21.8037252256541	2.13881766672742e-105	6.14464492170231e-103
ENSMUSG00000024011.17	380.251804652324	5.16740045194346	0.237075510918073	21.7964328408815	2.50818872023458e-105	7.10710735315784e-103
ENSMUSG00000037411.10	7312.57950060535	-2.11272542686748	0.0969715131181886	-21.7870729137999	3.07700835582492e-105	8.60106997841061e-103
ENSMUSG00000038732.15	746.588740326406	2.98810899281552	0.138103737789633	21.6366989093892	8.11060756393639e-104	2.23690556613366e-101
ENSMUSG00000026110.15	400.929257318813	3.48232123198921	0.161203380539959	21.6020360139161	1.71871015608156e-103	4.67783152349303e-101
ENSMUSG00000056724.15	627.329571472147	3.20051300641561	0.148592228482723	21.5388990332543	6.72870602180974e-103	1.80757511767707e-100
ENSMUSG00000044041.4	962.3106940219	8.68921682533206	0.404120488033296	21.5015498660294	1.50574583487616e-102	3.99312212748889e-100
ENSMUSG00000063727.3	1654.60292923479	-2.42160916748833	0.112944716430323	-21.4406591474534	5.58175418300716e-102	1.46150107943675e-99
ENSMUSG00000033987.16	751.890106159399	4.69043570377444	0.21931595672337	21.3866595657271	1.77847722754499e-101	4.59847518147101e-99
ENSMUSG00000003526.12	343.803904012727	4.92311641264567	0.23066949525092	21.342728509855	4.55569641422514e-101	1.16338988059564e-98
ENSMUSG00000033644.5	531.934717611793	7.24113484387334	0.341590597493788	21.1982850142854	9.90402050200678e-100	2.49834956200012e-97
ENSMUSG00000022665.15	15843.574413157	-1.66579409444498	0.0787060398898416	-21.164755548322	2.01806016573745e-99	5.02934632870834e-97
ENSMUSG00000003279.17	465.751267738521	6.63006881061315	0.313338572088113	21.1594403026409	2.25887871064671e-99	5.56248882496753e-97
ENSMUSG00000044646.15	626.101191338806	3.28202727470843	0.156074505610822	21.0285931188037	3.59143422114969e-98	8.73986080758604e-96
ENSMUSG00000022055.7	421.833604836753	5.57585212326301	0.265463411727597	21.0042208339605	6.00098709103265e-98	1.44337695323268e-95
ENSMUSG00000023043.7	431.334663003492	6.15228587240586	0.293858918907088	20.9361890232472	2.50730762008374e-97	5.96134001395772e-95
ENSMUSG00000041439.15	887.352658906762	2.84968500544177	0.13615626172222	20.929518550205	2.88394392377038e-97	6.77890682536253e-95
ENSMUSG00000000308.14	361.166577002749	6.06339880289731	0.292391905353578	20.7372320911726	1.5986384624181e-95	3.71548725787846e-93
ENSMUSG00000016028.11	379.490095282115	6.33168312339912	0.305613557728457	20.7179392513238	2.38684591699674e-95	5.48576753256416e-93
ENSMUSG00000057963.9	694.705456050151	3.18852798433772	0.154407631551584	20.650067307538	9.74839362776187e-95	2.21588485923356e-92
ENSMUSG00000017861.11	452.344842459079	3.31910886717716	0.161076404910111	20.6058042394812	2.43442103838002e-94	5.47347817161855e-92
ENSMUSG00000029832.16	323.806578850186	4.90318705023908	0.238208440156855	20.5835991663874	3.85006097839053e-94	8.56328078903312e-92
ENSMUSG00000021678.9	343.242197594806	4.20982682975779	0.204702744624237	20.5655612360526	5.58500007855611e-94	1.22899709175461e-91
ENSMUSG00000028179.12	527.6344380886	3.04538194643436	0.148346888385725	20.528788837929	1.19106698637241e-93	2.59339164348561e-91
ENSMUSG00000024812.11	1849.12099932124	2.0501407427424	0.0998716670002324	20.5277513064604	1.21676848693302e-93	2.62175584918848e-91
ENSMUSG00000030353.15	644.8714117015	2.66389024026806	0.129787926158609	20.5249464962759	1.28905201879558e-93	2.74887020709139e-91
ENSMUSG00000025582.4	424.885954009663	3.10591992160198	0.151462647792959	20.5061773767985	1.89624703485954e-93	4.00243570572139e-91
ENSMUSG00000030093.7	368.907311711322	6.51655198962833	0.319229021986282	20.4134071178164	1.27107714964189e-92	2.65578089296388e-90
ENSMUSG00000041362.17	459.447847903368	3.38082139992328	0.165669678954218	20.4070015784696	1.44906048986137e-92	2.99738162327824e-90
ENSMUSG00000071847.13	976.156106066503	2.16973549036215	0.107317683569381	20.217874801215	6.81565820945462e-91	1.3958602976492e-88
ENSMUSG00000053030.11	715.500780906952	8.16009986287924	0.403785782718428	20.208982614352	8.16128812927299e-91	1.65506122503933e-88
ENSMUSG00000022865.14	1017.87748368368	3.41242037068817	0.169207927960082	20.1670241567711	1.90778468143599e-90	3.83131321703916e-88
ENSMUSG00000039457.4	325.358776058603	3.87490490831989	0.192370370256947	20.1429404286337	3.10352618892718e-90	6.17273454018835e-88
ENSMUSG00000102752.1	291.646276394485	4.09676494102888	0.203394514605399	20.1419637544155	3.16533789957262e-90	6.23571566215806e-88
ENSMUSG00000029154.13	732.110130029389	8.29202339478003	0.412292272562816	20.1120029323777	5.79364778072132e-90	1.13058117305868e-87
ENSMUSG00000028128.13	1790.71481294206	-2.08946623470082	0.103958523139022	-20.0990373045854	7.52389927903506e-90	1.45450333258729e-87
ENSMUSG00000022346.16	4842.21311525514	2.52476087809679	0.125912743022625	20.051670843539	1.95178780734324e-89	3.73821581434212e-87
ENSMUSG00000022102.13	303.623153037445	5.63758878232344	0.281445035983349	20.0308694826545	2.96436928970439e-89	5.62550263830599e-87
ENSMUSG00000021182.16	302.517651558308	4.03014803256712	0.201603691683572	19.9904475900802	6.66948759198966e-89	1.25416682582096e-86
ENSMUSG00000028434.12	984.555389676805	2.52761827947564	0.126707778398946	19.9484065730937	1.54741810841061e-88	2.8836345560787e-86
ENSMUSG00000042216.13	360.194299392285	3.34074476457884	0.167533984569338	19.9406990358795	1.80524391879441e-88	3.33405986252342e-86
ENSMUSG00000019996.17	303.58198477389	4.80508453108067	0.241069422446474	19.9323683705576	2.13228908468205e-88	3.90322121386267e-86
ENSMUSG00000029449.11	351.093197920002	3.84163971150875	0.193261331165458	19.8779532788159	6.3158183389466e-88	1.14598861702729e-85
ENSMUSG00000085925.3	338.052463566585	3.27188436392316	0.165107464536165	19.8166955874154	2.13687501637924e-87	3.84358780120039e-85
ENSMUSG00000024965.9	348.972606266175	5.42018491926351	0.273705883010852	19.8029536655908	2.80740270479947e-87	5.00613146110147e-85
ENSMUSG00000031075.19	2030.16380629788	1.83817983241838	0.0937516926516722	19.6068975442183	1.35020972131193e-85	2.38710154575531e-83
ENSMUSG00000028954.11	2684.45698935806	1.81333733193194	0.0928443441064426	19.5309401922536	5.99259601763833e-85	1.05048176800719e-82
ENSMUSG00000092586.8	2363.28780089689	10.9876111538801	0.563407870731899	19.5020547718061	1.05459228543789e-84	1.83312953145233e-82
ENSMUSG00000026638.15	451.502017437784	7.31020178085085	0.379906026240407	19.2421316744918	1.64310137879129e-82	2.83229600169148e-80
ENSMUSG00000027456.8	288.322778458967	5.87951718045202	0.305817606883483	19.2255679467537	2.26149562217105e-82	3.86603611112465e-80
ENSMUSG00000044737.6	429.37206599295	7.15533790537767	0.372404005782567	19.2139122949054	2.83105143789768e-82	4.80002450761586e-80
ENSMUSG00000025481.12	243.764740986178	4.57709013517704	0.239218742345444	19.1334930127151	1.32865908683438e-81	2.23441570822513e-79
ENSMUSG00000002384.2	247.532828055831	4.43092083199676	0.232097821026306	19.0907472220283	3.01426920319813e-81	5.0282385861414e-79
ENSMUSG00000040152.8	93736.841741044	-1.87263645580159	0.0981394623805872	-19.0813808265981	3.60605048091898e-81	5.96729233582472e-79
ENSMUSG00000006310.10	295.561543506451	5.63958772273348	0.295781088052577	19.0667623811398	4.76934341686899e-81	7.82967210935993e-79
ENSMUSG00000030168.13	2442.91049004748	2.07838015204196	0.109203180544172	19.0322309449702	9.22408493996765e-81	1.50236375577347e-78
ENSMUSG00000027377.2	378.06419329848	7.05248703718741	0.370815801879909	19.0188417037076	1.19085353913929e-80	1.92443792633564e-78
ENSMUSG00000052180.15	292.042741762003	4.69978012746919	0.247499670599121	18.989035888785	2.1015139779898e-80	3.3697532274976e-78
ENSMUSG00000033491.13	657.713834645389	2.6850105612854	0.141700095362166	18.9485444905516	4.5396676033891e-80	7.22330956739257e-78
ENSMUSG00000025085.16	1460.68963617286	2.09034370738225	0.110380299415977	18.9376520850394	5.58319698097721e-80	8.8159106527873e-78
ENSMUSG00000034382.14	236.015195191569	4.14737560887471	0.219789027877626	18.8698027782528	2.02051140620635e-79	3.16623321495291e-77
ENSMUSG00000042367.12	551.441886291033	3.15871205655504	0.167597619791439	18.8469983075284	3.10995741940981e-79	4.83680219702946e-77
ENSMUSG00000003283.15	351.119969356044	3.50773356315825	0.187065031070928	18.7514125065323	1.88516858066893e-78	2.91005314112961e-76
ENSMUSG00000098678.1	270.802246891474	5.94897916981168	0.318802923224024	18.6603658136199	1.04016708136534e-77	1.593767116892e-75
ENSMUSG00000035852.11	755.108454237254	8.82527207739809	0.472995627021849	18.6582530011222	1.08211511666659e-77	1.64584935207709e-75
ENSMUSG00000036473.16	1493.54791601658	1.85070281775916	0.0994012972106722	18.6184976423071	2.27507664922547e-77	3.43503361235246e-75
ENSMUSG00000027544.16	366.329608430287	7.09610266052903	0.382727549161521	18.5408724197544	9.6641197743714e-77	1.44856751835415e-74
ENSMUSG00000031298.15	1967.54705498635	-1.95199404295325	0.105490861962465	-18.50391594722	1.92003048039689e-76	2.8572539918712e-74
ENSMUSG00000026450.14	354.229238017549	7.04758076030214	0.381760293068905	18.460748506996	4.27377777421411e-76	6.31450666140135e-74
ENSMUSG00000028111.4	1432.82286316867	-1.72444996874935	0.0936750929927153	-18.4088418133031	1.1158335394278e-75	1.63695154347971e-73
ENSMUSG00000023092.16	1690.7720329246	-1.72119825845854	0.0936103536800186	-18.3868363999775	1.67471478007307e-75	2.43954050885996e-73
ENSMUSG00000047501.3	1465.27553115503	10.2982474633415	0.56068289672461	18.3673294182892	2.39930612048874e-75	3.4706046924692e-73
ENSMUSG00000087166.9	1521.57803171729	10.3510820335418	0.563639466054917	18.3647218779624	2.5173603649375e-75	3.61608327421751e-73
ENSMUSG00000020782.18	792.419538508014	3.31650857235122	0.180719278920831	18.3517142839205	3.1985946011609e-75	4.56296064310436e-73
ENSMUSG00000033361.13	581.544027878309	2.41381945001929	0.132204655732645	18.2582030613258	1.78055298309934e-74	2.52265331886369e-72
ENSMUSG00000006342.15	314.472148073132	3.448781013844	0.188976862218857	18.2497527652349	2.07847757396483e-74	2.92471487193622e-72
ENSMUSG00000039621.13	359.952148605878	3.67950468060896	0.20245914844006	18.1740598484158	8.28361564366587e-74	1.15774722695425e-71
ENSMUSG00000014846.12	534.460657041858	3.64937439000831	0.20088981553461	18.1660497835421	9.58559135702399e-74	1.33072454510095e-71
ENSMUSG00000031803.8	247.89205528726	5.60869009035039	0.309851208247935	18.1012367906032	3.11591997269997e-73	4.29685364235326e-71
ENSMUSG00000000120.6	240.79841936737	5.29586455088475	0.292819917857505	18.0857388036761	4.12798121788251e-73	5.65478751601985e-71
ENSMUSG00000051375.15	328.545882064802	2.84334403064672	0.157861347160211	18.0116544157009	1.57839720461199e-72	2.14797014324993e-70
ENSMUSG00000028581.17	347.487124630395	7.11304307508802	0.395183083016675	17.9993612600767	1.97078710860975e-72	2.66442688507141e-70
ENSMUSG00000024529.14	35327.9962599627	-1.57649433701132	0.0879737796882785	-17.9200477983028	8.22574259625527e-72	1.10486678963338e-69
ENSMUSG00000027220.2	951.094678187605	-2.22325956712969	0.124098224840822	-17.9153212705614	8.9550640126797e-72	1.19506773614374e-69
ENSMUSG00000051076.8	213.853654237179	4.72067802777426	0.2636437821801	17.9055162565885	1.06800250209331e-71	1.41613024075641e-69
ENSMUSG00000020173.17	704.97423741639	2.18483147676375	0.122066843989319	17.8986480305407	1.20819429602626e-71	1.59181522377727e-69
ENSMUSG00000021895.10	527.84080946623	2.53545581595493	0.141788114884927	17.8820052584285	1.62872271853724e-71	2.13228667297106e-69
ENSMUSG00000073722.3	562.577641787935	8.2587749233587	0.462067470095075	17.8735259629062	1.89621221925936e-71	2.4668647644893e-69
ENSMUSG00000026981.15	4900.69466708392	-1.68001786290983	0.0940307363813763	-17.8666883570484	2.14347285993614e-71	2.7711085067362e-69
ENSMUSG00000042306.11	674.269812305874	8.66026683896981	0.486259469096347	17.8099705802415	5.91408979892116e-71	7.59831971991827e-69
ENSMUSG00000011179.8	2561.63910944567	1.53329840606026	0.0861226900141294	17.8036520434824	6.62071408412336e-71	8.45367103889455e-69
ENSMUSG00000000889.8	230.108641186264	5.19117093995292	0.292588848303779	17.7422036760718	1.98014763459495e-70	2.51284379273598e-68
ENSMUSG00000026249.10	14421.7649535111	-1.90640130063614	0.107556555544411	-17.7246406877446	2.70636790636383e-70	3.41348903311804e-68
ENSMUSG00000030091.17	509.783552192142	8.11863928813984	0.458111734869308	17.7219631591755	2.83831979099126e-70	3.5582209016154e-68
ENSMUSG00000002228.7	239.421739599146	3.85874687724126	0.218323034600232	17.6744835207469	6.59415316963065e-70	8.21687098275964e-68
ENSMUSG00000025357.8	848.92744027239	2.07368049663214	0.117677347001687	17.6217475110347	1.67742315697848e-69	2.07769449114371e-67
ENSMUSG00000044641.7	280.8727020406	3.02677146958721	0.171863757942912	17.6114586682819	2.01192822387151e-69	2.4771866256418e-67
ENSMUSG00000044393.15	315.96403752153	6.97241543803902	0.398039127830221	17.5169096466642	1.0645302658352e-68	1.30294725140835e-66
ENSMUSG00000018411.17	222.613066535057	5.18098619493494	0.296355418023014	17.482340054713	1.95316528529565e-68	2.37654258390239e-66
ENSMUSG00000023039.17	500.651994340989	3.38301136550378	0.193827838970985	17.4536918095146	3.22685747604735e-68	3.90336531532394e-66
ENSMUSG00000024222.17	762.793491826447	2.10859050259391	0.120820763070126	17.4522197097038	3.31111516559352e-68	3.98200100001756e-66
ENSMUSG00000036553.16	213.608972130295	3.46325058731728	0.198523472302347	17.4450433853122	3.75433324682145e-68	4.4889238850001e-66
ENSMUSG00000028392.15	269.257763514546	6.47832765609493	0.371428327357992	17.4416628429392	3.98314316445381e-68	4.73513312394983e-66
ENSMUSG00000038028.9	837.460789150888	2.38061522019497	0.136598251778283	17.4278600875435	5.0708352635123e-68	5.99372728147154e-66
ENSMUSG00000041649.13	472.843742516539	3.30464609531035	0.18962901769544	17.4269008797898	5.15659620907427e-68	6.06046548776712e-66
ENSMUSG00000037465.10	1633.5917617719	1.81778663638692	0.104443055908813	17.404571520523	7.61738215748736e-68	8.90200847048735e-66
ENSMUSG00000078670.3	299.479412009863	2.77802464324063	0.159648870099566	17.4008412430862	8.13001397454617e-68	9.44771567772402e-66
ENSMUSG00000050296.14	288.465802170492	6.65671135242193	0.382715722587102	17.3933574179381	9.26447202115322e-68	1.070589965126e-65
ENSMUSG00000054423.14	202.525755007528	4.24760417961232	0.245500421975152	17.3018202797315	4.55758363468369e-67	5.237423193524e-65
ENSMUSG00000092035.8	1371.59685578291	1.63333448215836	0.0944856030033041	17.286596372796	5.93550727062725e-67	6.78320264601794e-65
ENSMUSG00000022596.3	1256.06902206233	2.3684544865784	0.137519611199619	17.2226671230216	1.79521292589983e-66	2.04032853693615e-64
ENSMUSG00000032420.8	1357.36790006225	2.44586381404454	0.142038443384892	17.2197311921872	1.88863290930351e-66	2.13477441141766e-64
ENSMUSG00000049044.16	223.949786752588	5.50579377940241	0.319768400925866	17.2180670868691	1.94371930170874e-66	2.18509966064376e-64
ENSMUSG00000052397.8	2218.19499166317	1.91180038283823	0.111547349569428	17.1389135664609	7.60585461830419e-66	8.50416771781742e-64
ENSMUSG00000041605.16	270.760829083142	2.97673864323624	0.17368688003568	17.1385348313283	7.65555311946128e-66	8.51371592882025e-64
ENSMUSG00000092060.4	274.298468750077	4.3141747783249	0.25188004760104	17.1278940885316	9.19222767514694e-66	1.01679801850489e-63
ENSMUSG00000014602.15	2159.06588729884	-1.76807644718645	0.103404865275713	-17.0985808305261	1.52062184275219e-65	1.67308844773026e-63
ENSMUSG00000038235.4	1182.35387390886	2.21703742431389	0.1296865404277	17.095354822499	1.60714888961109e-65	1.75893517362992e-63
ENSMUSG00000035773.6	203.48877098794	4.55926890108513	0.267573853604644	17.0392915438655	4.19785838399084e-65	4.57014214067634e-63
ENSMUSG00000026202.13	1810.79389964117	2.18151255723985	0.128694376714649	16.9511101644858	1.88853792048697e-64	2.04525690498812e-62
ENSMUSG00000041235.12	258.323197757532	2.95769522613993	0.174797451438181	16.9206999404449	3.16644943781405e-64	3.41135451151998e-62
ENSMUSG00000028766.10	185.311993854322	4.67853677890691	0.276529045125183	16.9187897668723	3.27082641510092e-64	3.50554634178044e-62
ENSMUSG00000074743.4	2624.3481095906	-1.55688477895175	0.0922032442212281	-16.8853579079737	5.76655466357352e-64	6.14851459876382e-62
ENSMUSG00000030411.16	265.122456164615	3.43752290460997	0.203636617375964	16.8806718011007	6.24303255823998e-64	6.62241684447148e-62
ENSMUSG00000035834.11	552.632332158504	2.84886656091456	0.168806244132325	16.876547283887	6.69475808116528e-64	7.06536076065836e-62
ENSMUSG00000029168.14	536.566575432725	8.48353560491022	0.503033544088958	16.8647512767259	8.17454876063277e-64	8.5832761986644e-62
ENSMUSG00000001021.13	202.401052615219	5.76678802721648	0.342424864170483	16.8410318017834	1.22088971218921e-63	1.27545978265827e-61
ENSMUSG00000034730.17	368.898806274036	7.41063638933622	0.440077953372638	16.8393720533899	1.25561844857032e-63	1.30514912606418e-61
ENSMUSG00000032561.15	197.097609579402	4.83730203289637	0.287894967488506	16.8023153551286	2.34700697297365e-63	2.42739196179799e-61
ENSMUSG00000029246.14	914.479654658718	2.06108215400169	0.122709241970482	16.7964704280178	2.59005112961943e-63	2.66543321473522e-61
ENSMUSG00000021696.9	310.372114736242	3.56095239280797	0.212052762260104	16.7927658892748	2.75691685059233e-63	2.82311015121299e-61
ENSMUSG00000028518.8	722.82456300707	2.60356881481136	0.155098181329175	16.786585068239	3.059503099949e-63	3.11752815874113e-61
ENSMUSG00000003469.9	246.033900391189	6.51891150607781	0.389650043584788	16.7301700934092	7.90123271116393e-63	8.01161757992283e-61
ENSMUSG00000049493.13	201.082699897361	4.75725296024386	0.285459998829073	16.6652174727024	2.34633648499152e-62	2.36751074107559e-60
ENSMUSG00000025558.19	2159.5802040131	1.87383440393958	0.112607678563189	16.6403785945032	3.5536420141119e-62	3.56830510009246e-60
ENSMUSG00000078695.8	447.691586468552	2.4809627340351	0.149101922107622	16.6393745899824	3.61372616064615e-62	3.61110751850075e-60
ENSMUSG00000049969.3	533.85353718408	2.16789605055395	0.130334406395949	16.6333365877925	3.99702419345589e-62	3.97492526161707e-60
